Name,Author,User Rating,Reviews,Price,Genre,Year
Little Blue Truck,Alice Schertle,4.9,1884,0,Fiction,2014.0
Looking for Alaska,John Green,4.5,8491,7,Fiction,2014.0
Love You Forever,Robert Munsch,4.8,18613,5,Fiction,2014.0
Make It Ahead: A Barefoot Contessa Cookbook,Ina Garten,4.5,1386,20,Non Fiction,2014.0
Mindset: The New Psychology of Success,Carol S. Dweck,4.6,5542,10,Non Fiction,2014.0
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,Fiction,2014.0
Orphan Train,Christina Baker Kline,4.6,21930,11,Fiction,2014.0
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,Non Fiction,2014.0
Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,4.9,3836,12,Fiction,2014.0
StrengthsFinder 2.0,Gallup,4.0,5069,17,Non Fiction,2014.0
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28,Non Fiction,2014.0
The Alchemist,Paulo Coelho,4.7,35799,39,Fiction,2014.0
The Blood of Olympus (The Heroes of Olympus (5)),Rick Riordan,4.8,6600,11,Fiction,2014.0
The Book Thief,Markus Zusak,4.6,23148,6,Fiction,2014.0
The Book with No Pictures,B. J. Novak,4.8,8081,8,Fiction,2014.0
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358,12,Non Fiction,2014.0
The Day the Crayons Quit,Drew Daywalt,4.8,8922,9,Fiction,2014.0
The Fault in Our Stars,John Green,4.7,50482,7,Fiction,2014.0
The Fault in Our Stars,John Green,4.7,50482,13,Fiction,2014.0
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,3.9,33844,20,Fiction,2014.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,Fiction,2014.0
The Maze Runner (Book 1),James Dashner,4.5,10101,8,Fiction,2014.0
The Official SAT Study Guide,The College Board,4.4,1201,40,Non Fiction,2014.0
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,Fiction,2014.0
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23,Non Fiction,2014.0
To Kill a Mockingbird,Harper Lee,4.8,26234,0,Fiction,2014.0
Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,4.5,2586,5,Fiction,2014.0
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,13,Non Fiction,2014.0
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16,Non Fiction,2014.0
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,4.7,9292,17,Non Fiction,2014.0
Wonder,R. J. Palacio,4.8,21625,9,Fiction,2014.0
Adult Coloring Book: Stress Relieving Animal Designs,Blue Star Coloring,4.6,2925,6,Non Fiction,2015.0
Adult Coloring Book: Stress Relieving Patterns,Blue Star Coloring,4.4,2951,6,Non Fiction,2015.0
"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley…",Coloring Books for Adults,4.5,2426,8,Non Fiction,2015.0
All the Light We Cannot See,Anthony Doerr,4.6,36348,14,Fiction,2015.0
American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,4.6,15921,9,Non Fiction,2015.0
Baby Touch and Feel: Animals,DK,4.6,5360,5,Non Fiction,2015.0
Balance (Angie's Extreme Stress Menders),Angie Grace,4.6,1909,11,Non Fiction,2015.0
Being Mortal: Medicine and What Matters in the End,Atul Gawande,4.8,11113,15,Non Fiction,2015.0
Between the World and Me,Ta-Nehisi Coates,4.7,10070,13,Non Fiction,2015.0
Creative Haven Creative Cats Coloring Book (Adult Coloring),Marjorie Sarnat,4.8,4022,4,Non Fiction,2015.0
Creative Haven Owls Coloring Book (Adult Coloring),Marjorie Sarnat,4.8,3871,5,Non Fiction,2015.0
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,10922,5,Fiction,2015.0
Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books),Marty Noble,4.6,2134,5,Non Fiction,2015.0
"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints…",Johanna Basford,4.7,5413,9,Non Fiction,2015.0
First 100 Words,Roger Priddy,4.7,17323,4,Non Fiction,2015.0
Giraffes Can't Dance,Giles Andreae,4.8,14038,4,Fiction,2015.0
Go Set a Watchman: A Novel,Harper Lee,3.6,14982,19,Fiction,2015.0
Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades of Grey Series),E L James,4.4,25624,14,Fiction,2015.0
Harry Potter Coloring Book,Scholastic,4.7,3564,9,Non Fiction,2015.0
How to Win Friends & Influence People,Dale Carnegie,4.7,25001,11,Non Fiction,2015.0
Humans of New York : Stories,Brandon Stanton,4.9,2812,17,Non Fiction,2015.0
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,8,Non Fiction,2015.0
Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),Bill O'Reilly,4.6,5235,5,Non Fiction,2015.0
Knock-Knock Jokes for Kids,Rob Elliott,4.5,3673,4,Non Fiction,2015.0
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,4,Non Fiction,2015.0
Love You Forever,Robert Munsch,4.8,18613,5,Fiction,2015.0
Mindset: The New Psychology of Success,Carol S. Dweck,4.6,5542,10,Non Fiction,2015.0
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,Fiction,2015.0
Old School (Diary of a Wimpy Kid #10),Jeff Kinney,4.8,6169,7,Fiction,2015.0
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,Non Fiction,2015.0
"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,4.7,9366,9,Non Fiction,2015.0
StrengthsFinder 2.0,Gallup,4.0,5069,17,Non Fiction,2015.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,Non Fiction,2015.0
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,16,Non Fiction,2015.0
The Book with No Pictures,B. J. Novak,4.8,8081,8,Fiction,2015.0
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358,12,Non Fiction,2015.0
The Day the Crayons Quit,Drew Daywalt,4.8,8922,9,Fiction,2015.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,Non Fiction,2015.0
The Girl on the Train,Paula Hawkins,4.1,79446,18,Fiction,2015.0
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,Non Fiction,2015.0
The Martian,Andy Weir,4.7,39459,9,Fiction,2015.0
The Nightingale: A Novel,Kristin Hannah,4.8,49288,11,Fiction,2015.0
"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…",Ree Drummond,4.8,3428,14,Non Fiction,2015.0
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,Fiction,2015.0
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,16,Non Fiction,2015.0
The Wright Brothers,David McCullough,4.7,6169,16,Non Fiction,2015.0
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23,Non Fiction,2015.0
To Kill a Mockingbird,Harper Lee,4.8,26234,0,Fiction,2015.0
What Pet Should I Get? (Classic Seuss),Dr. Seuss,4.7,1873,14,Fiction,2015.0
Wonder,R. J. Palacio,4.8,21625,9,Fiction,2015.0
10-Day Green Smoothie Cleanse,JJ Smith,4.7,17350,8,Non Fiction,2016.0
A Man Called Ove: A Novel,Fredrik Backman,4.6,23848,8,Fiction,2016.0
"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns",Adult Coloring Book Designs,4.5,2313,4,Non Fiction,2016.0
Alexander Hamilton,Ron Chernow,4.8,9198,13,Non Fiction,2016.0
Between the World and Me,Ta-Nehisi Coates,4.7,10070,13,Non Fiction,2016.0
Born to Run,Bruce Springsteen,4.7,3729,18,Non Fiction,2016.0
Calm the F*ck Down: An Irreverent Adult Coloring Book (Irreverent Book Series),Sasha O'Hara,4.6,10369,4,Non Fiction,2016.0
Cravings: Recipes for All the Food You Want to Eat: A Cookbook,Chrissy Teigen,4.7,4761,16,Non Fiction,2016.0
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,10922,5,Fiction,2016.0
Double Down (Diary of a Wimpy Kid #11),Jeff Kinney,4.8,5118,20,Fiction,2016.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,Fiction,2016.0
Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),J.K. Rowling,4.7,4370,15,Fiction,2016.0
First 100 Words,Roger Priddy,4.7,17323,4,Non Fiction,2016.0
Giraffes Can't Dance,Giles Andreae,4.8,14038,4,Fiction,2016.0
Hamilton: The Revolution,Lin-Manuel Miranda,4.9,5867,54,Non Fiction,2016.0
"Harry Potter and the Chamber of Secrets: The Illustrated Edition (Harry Potter, Book 2)",J.K. Rowling,4.9,19622,30,Fiction,2016.0
"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",J.K. Rowling,4.0,23973,12,Fiction,2016.0
"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",J.K. Rowling,4.9,10052,22,Fiction,2016.0
Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,4.8,13471,52,Fiction,2016.0
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,4.4,15526,14,Non Fiction,2016.0
How to Win Friends & Influence People,Dale Carnegie,4.7,25001,11,Non Fiction,2016.0
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,8,Non Fiction,2016.0
Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),Bill O'Reilly,4.8,8916,6,Non Fiction,2016.0
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,4,Non Fiction,2016.0
Milk and Honey,Rupi Kaur,4.7,17739,8,Non Fiction,2016.0
Mindset: The New Psychology of Success,Carol S. Dweck,4.6,5542,10,Non Fiction,2016.0
Night (Night),Elie Wiesel,4.7,5178,9,Non Fiction,2016.0
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,Fiction,2016.0
Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,4.7,3503,9,Fiction,2016.0
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,Non Fiction,2016.0
StrengthsFinder 2.0,Gallup,4.0,5069,17,Non Fiction,2016.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,Non Fiction,2016.0
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,16,Non Fiction,2016.0
The Constitution of the United States,Delegates of the Constitutional,4.8,2774,0,Non Fiction,2016.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,Non Fiction,2016.0
The Girl on the Train,Paula Hawkins,4.1,79446,7,Fiction,2016.0
The Going-To-Bed Book,Sandra Boynton,4.8,5249,5,Fiction,2016.0
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,Non Fiction,2016.0
The Magnolia Story,Chip Gaines,4.9,7861,5,Non Fiction,2016.0
The Nightingale: A Novel,Kristin Hannah,4.8,49288,11,Fiction,2016.0
"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",The College Board,4.3,807,36,Non Fiction,2016.0
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,Fiction,2016.0
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,16,Non Fiction,2016.0
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,Fiction,2016.0
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23,Non Fiction,2016.0
To Kill a Mockingbird,Harper Lee,4.8,26234,0,Fiction,2016.0
"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,4.7,4585,9,Non Fiction,2016.0
When Breath Becomes Air,Paul Kalanithi,4.8,13779,14,Non Fiction,2016.0
Wonder,R. J. Palacio,4.8,21625,9,Fiction,2016.0
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,Non Fiction,2016.0
1984 (Signet Classics),George Orwell,4.7,21424,6,Fiction,2017.0
A Gentleman in Moscow: A Novel,Amor Towles,4.7,19699,15,Fiction,2017.0
A Man Called Ove: A Novel,Fredrik Backman,4.6,23848,8,Fiction,2017.0
Astrophysics for People in a Hurry,Neil deGrasse Tyson,4.7,9374,9,Non Fiction,2017.0
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,14344,5,Fiction,2017.0
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,10922,5,Fiction,2017.0
Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),Dav Pilkey,4.9,4786,8,Fiction,2017.0
First 100 Words,Roger Priddy,4.7,17323,4,Non Fiction,2017.0
Giraffes Can't Dance,Giles Andreae,4.8,14038,4,Fiction,2017.0
Goodnight Moon,Margaret Wise Brown,4.8,8837,5,Fiction,2017.0
"Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",J.K. Rowling,4.9,3146,30,Fiction,2017.0
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,4.4,15526,14,Non Fiction,2017.0
How to Win Friends & Influence People,Dale Carnegie,4.7,25001,11,Non Fiction,2017.0
If Animals Kissed Good Night,Ann Whitford Paul,4.8,16643,4,Fiction,2017.0
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,4.6,8393,17,Non Fiction,2017.0
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,4,Non Fiction,2017.0
Leonardo da Vinci,Walter Isaacson,4.5,3014,21,Non Fiction,2017.0
Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,4.7,10199,11,Non Fiction,2017.0
Milk and Honey,Rupi Kaur,4.7,17739,8,Non Fiction,2017.0
Milk and Vine: Inspirational Quotes From Classic Vines,Adam Gasiewski,4.4,3113,6,Non Fiction,2017.0
Obama: An Intimate Portrait,Pete Souza,4.9,3192,22,Non Fiction,2017.0
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,Fiction,2017.0
"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,4.5,1831,9,Non Fiction,2017.0
Origin: A Novel (Robert Langdon),Dan Brown,4.3,18904,13,Fiction,2017.0
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,27,Fiction,2017.0
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,Non Fiction,2017.0
Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,4.8,4757,4,Fiction,2017.0
Ready Player One: A Novel,Ernest Cline,4.6,22536,12,Fiction,2017.0
StrengthsFinder 2.0,Gallup,4.0,5069,17,Non Fiction,2017.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,Non Fiction,2017.0
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,16,Non Fiction,2017.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,Non Fiction,2017.0
The Getaway,Jeff Kinney,4.8,5836,0,Fiction,2017.0
The Going-To-Bed Book,Sandra Boynton,4.8,5249,5,Fiction,2017.0
The Handmaid's Tale,Margaret Atwood,4.3,29442,7,Fiction,2017.0
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7368,7,Non Fiction,2017.0
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,Non Fiction,2017.0
The Pout-Pout Fish,Deborah Diesen,4.8,9784,5,Fiction,2017.0
The Shack: Where Tragedy Confronts Eternity,William P. Young,4.6,19720,8,Fiction,2017.0
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,Non Fiction,2017.0
The Sun and Her Flowers,Rupi Kaur,4.7,5487,9,Non Fiction,2017.0
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,Fiction,2017.0
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,16,Non Fiction,2017.0
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,Fiction,2017.0
Thirteen Reasons Why,Jay Asher,4.5,7932,9,Fiction,2017.0
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23,Non Fiction,2017.0
"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,4.6,4360,21,Non Fiction,2017.0
What Happened,Hillary Rodham Clinton,4.6,5492,18,Non Fiction,2017.0
Wonder,R. J. Palacio,4.8,21625,9,Fiction,2017.0
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,Non Fiction,2017.0
12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,4.7,18979,15,Non Fiction,2018.0
"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,4.7,5983,3,Non Fiction,2018.0
A Wrinkle in Time (Time Quintet),Madeleine L'Engle,4.5,5153,5,Fiction,2018.0
Becoming,Michelle Obama,4.8,61133,11,Non Fiction,2018.0
Crazy Rich Asians (Crazy Rich Asians Trilogy),Kevin Kwan,4.3,6143,8,Fiction,2018.0
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,10922,5,Fiction,2018.0
Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4),Dav Pilkey,4.9,5062,6,Fiction,2018.0
Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,4.9,7235,4,Fiction,2018.0
Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5),Dav Pilkey,4.9,5470,6,Fiction,2018.0
Educated: A Memoir,Tara Westover,4.7,28729,15,Non Fiction,2018.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,Fiction,2018.0
Fear: Trump in the White House,Bob Woodward,4.4,6042,2,Non Fiction,2018.0
Fire and Fury: Inside the Trump White House,Michael Wolff,4.2,13677,6,Non Fiction,2018.0
First 100 Words,Roger Priddy,4.7,17323,4,Non Fiction,2018.0
Giraffes Can't Dance,Giles Andreae,4.8,14038,4,Fiction,2018.0
"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,4.6,22288,12,Non Fiction,2018.0
Goodnight Moon,Margaret Wise Brown,4.8,8837,5,Fiction,2018.0
Homebody: A Guide to Creating Spaces You Never Want to Leave,Joanna Gaines,4.8,3776,22,Non Fiction,2018.0
How to Win Friends & Influence People,Dale Carnegie,4.7,25001,11,Non Fiction,2018.0
Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,4.4,7396,13,Non Fiction,2018.0
Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Anthony Bourdain,4.8,2507,8,Non Fiction,2018.0
"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Childrens Book)",Jill Twiss,4.9,11881,13,Fiction,2018.0
Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paper Peony Press,4.4,7550,6,Non Fiction,2018.0
Little Fires Everywhere,Celeste Ng,4.5,25706,12,Fiction,2018.0
Magnolia Table: A Collection of Recipes for Gathering,Joanna Gaines,4.8,9867,16,Non Fiction,2018.0
Milk and Honey,Rupi Kaur,4.7,17739,8,Non Fiction,2018.0
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,Fiction,2018.0
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,10820,5,Non Fiction,2018.0
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,27,Fiction,2018.0
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,Non Fiction,2018.0
Ready Player One: A Novel,Ernest Cline,4.6,22536,12,Fiction,2018.0
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802,20,Non Fiction,2018.0
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047,6,Non Fiction,2018.0
Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,4.8,3923,16,Non Fiction,2018.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,Non Fiction,2018.0
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,6,Non Fiction,2018.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,Non Fiction,2018.0
The Hate U Give,Angie Thomas,4.8,9947,11,Fiction,2018.0
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7368,7,Non Fiction,2018.0
The Meltdown (Diary of a Wimpy Kid Book 13),Jeff Kinney,4.8,5898,8,Fiction,2018.0
"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",Dr. Steven R Gundry MD,4.5,3601,18,Non Fiction,2018.0
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",Dr. Steven R Gundry MD,4.4,7058,17,Non Fiction,2018.0
The Pout-Pout Fish,Deborah Diesen,4.8,9784,5,Fiction,2018.0
The President Is Missing: A Novel,James Patterson,4.3,10191,18,Fiction,2018.0
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,Non Fiction,2018.0
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,Fiction,2018.0
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,Fiction,2018.0
The Wonky Donkey,Craig Smith,4.8,30183,4,Fiction,2018.0
Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with,4.6,6669,12,Non Fiction,2018.0
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,Non Fiction,2018.0
"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",National Geographic Kids,4.8,7665,12,Non Fiction,2019.0
Becoming,Michelle Obama,4.8,61133,11,Non Fiction,2019.0
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,14344,5,Fiction,2019.0
Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,4.8,16244,18,Non Fiction,2019.0
Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),M Prefontaine,4.6,7955,5,Non Fiction,2019.0
Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,4.9,7235,4,Fiction,2019.0
Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),Dav Pilkey,4.9,12619,8,Fiction,2019.0
Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),Dav Pilkey,4.9,9089,8,Fiction,2019.0
Educated: A Memoir,Tara Westover,4.7,28729,15,Non Fiction,2019.0
Giraffes Can't Dance,Giles Andreae,4.8,14038,4,Fiction,2019.0
"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,4.6,7660,12,Non Fiction,2019.0
"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,4.6,22288,12,Non Fiction,2019.0
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,4.6,10141,6,Non Fiction,2019.0
Goodnight Moon,Margaret Wise Brown,4.8,8837,5,Fiction,2019.0
Guts,Raina Telgemeier,4.8,5476,7,Non Fiction,2019.0
"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",J. K. Rowling,4.9,7758,18,Fiction,2019.0
Howard Stern Comes Again,Howard Stern,4.3,5272,16,Non Fiction,2019.0
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,9737,7,Non Fiction,2019.0
If Animals Kissed Good Night,Ann Whitford Paul,4.8,16643,4,Fiction,2019.0
Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,4.4,7396,13,Non Fiction,2019.0
It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Lysa TerKeurst,4.8,7062,12,Non Fiction,2019.0
"National Geographic Kids Why?: Over 1,111 Answers to Everything",Crispin Boyer,4.8,5347,16,Non Fiction,2019.0
National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Amy Shields,4.8,7866,11,Non Fiction,2019.0
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,Fiction,2019.0
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,10820,5,Non Fiction,2019.0
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,27,Fiction,2019.0
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802,20,Non Fiction,2019.0
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047,6,Non Fiction,2019.0
Strange Planet (Strange Planet Series),Nathan W. Pyle,4.9,9382,6,Fiction,2019.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,Non Fiction,2019.0
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,12361,12,Non Fiction,2019.0
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,6,Non Fiction,2019.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,Non Fiction,2019.0
The Guardians: A Novel,John Grisham,4.5,13609,14,Fiction,2019.0
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,Non Fiction,2019.0
The Mueller Report,The Washington Post,4.6,2744,12,Non Fiction,2019.0
